pmid,geneId,diseaseId,label
15377847,6817,D001943,1
15378013,5795,D013964,1
15378299,929,D001249,1
15378487,1387,D011471,1
15378534,5308,C535679,1
15378534,2316,C538089,1
15378650,367,D011471,1
15381379,1543,D011471,1
15381379,2944,D011471,1
15381816,7421,D007918,1
15381923,5999,D012559,1
15382050,4292,D008175,1
15382273,1543,D054198,1
15382273,1565,D054198,1
15382273,2944,D054198,1
15382273,2952,D054198,1
15383404,672,D010051,1
15383745,348,D000544,1
15384080,5781,D009634,1
15384144,5795,D013964,1
15385443,51733,C563210,1
15385813,4524,D006086,1
15385813,4524,D013923,1
15385837,1557,D004827,1
15385837,1559,D004827,1
15385937,4524,D015451,1
15386212,27185,D001714,1
15386212,27185,D011618,1
15386212,27185,D012559,1
15386404,3479,D001943,1
15386428,1543,D008175,1
15386537,1312,D001943,1
15386537,1545,D001943,1
15386537,6648,D001943,1
15386947,183,D006973,1
15388001,3596,D029424,1
15388046,3077,D006432,1
15388245,1312,D001943,1
15389246,2784,D001281,1
15389752,6347,D011618,1
15389752,6347,D012559,1
15389757,1813,D000437,1
15389765,9177,D001714,1
15389765,9177,D012559,1
15389766,57502,D001321,1
15389774,4763,D001321,1
15389785,6716,D011470,1
15389808,2064,D011471,1
15389811,367,D011471,1
1540947,7157,D001749,1
15446388,30061,D001321,1
15446388,4520,D001321,1
15448004,2264,D011471,1
15448103,4160,D009765,1
15448107,3767,C563425,1
15448513,6261,D008305,1
15449173,4521,D015179,1
15449173,4595,D015179,1
15449173,4968,D015179,1
15449313,6518,D001943,1
15449618,7039,D002972,1
15450129,7040,D009103,1
15450677,10858,D000544,1
15450681,7157,D012559,1
15450783,4729,D001714,1
15450911,1312,D001008,1
15450911,4128,D001008,1
15450911,6532,D001008,1
15451008,4852,D012640,1
15452033,3290,D006973,1
15452227,60489,D015658,1
15452304,3119,D009103,1
15452304,3123,D009103,1
15452305,5243,D004833,1
15452306,5243,D004827,1
15452385,64324,D058495,1
15452587,9248,D001714,1
15452722,2979,D012174,1
15453913,338,D006973,1
15454732,185,D050197,1
15455263,348,D000544,1
15455394,6622,D010300,1
15458685,3569,D009203,1
15458961,4210,D010505,1
15459013,64127,C563714,1
15459021,1499,D000230,1
15459021,1499,D003110,1
15459172,117154,D016649,1
15459175,10743,D009765,1
15459175,10743,D058496,1
15459608,4846,D006973,1
15459958,8431,D009765,1
15459973,10002,C564835,1
15459974,368,D011561,1
15463906,1080,D003550,1
15463907,1080,D029424,1
15464268,7019,D000544,1
15464270,1610,D012559,1
15465089,1234,D000544,1
15465089,348,D000544,1
15465399,1861,D020821,1
15465625,3552,D000544,1
15465976,1312,D012559,1
15466005,11200,D001943,1
15466174,7161,D008175,1
15466638,1573,D003324,1
15466648,6347,D015658,1
15466974,6790,D010051,1
15467524,83872,D008268,1
15467537,4153,D054515,1
15467919,4314,D009203,1
15468086,58,D020914,1
15468911,348,D000544,1
15468911,7124,D000544,1
15469201,3356,D012559,1
15469856,686,D056486,1
15471370,6352,D009103,1
15471876,158,D001321,1
15471889,3119,D009103,1
15471889,3123,D009103,1
15471890,3730,D017436,1
15472012,301,D013272,1
15472173,846,D007011,1
15472221,3973,C562567,1
15473001,2944,D013274,1
15473001,2950,D013274,1
15473001,2952,D013274,1
1547341,462,D020152,1
1547342,2160,D005173,1
15474880,3667,D011085,1
15474906,1270,D012559,1
15476165,1493,D019693,1
15476166,1617,D007248,1
15476166,1617,D009845,1
15476166,1617,D053713,1
15476169,5663,D000544,1
15476179,3552,D006973,1
15476179,3553,D006973,1
15476179,3557,D006973,1
15476205,3123,D001172,1
15476205,8600,D001172,1
15477198,3077,D006432,1
15477198,3077,D019190,1
15477515,8291,C537480,1
15477624,348,D000544,1
15477624,348,D015140,1
15477877,1586,D011471,1
15477877,6716,D011471,1
15478069,7421,D014376,1
15478392,3880,D001249,1
15479166,2778,D006973,1
15479221,153,D009765,1
15479493,367,D011471,1
15479618,1636,D006973,1
15479622,2950,D001943,1
15479673,3938,D007787,1
15479689,64127,D003424,1
15479754,7040,D013167,1
15480095,154,D006973,1
15480096,6559,D006973,1
15480098,185,D006973,1
15480986,4153,D003424,1
15481892,2147,D000755,1
15481892,4524,D000755,1
15483024,7490,D009396,1
15483045,2332,D005600,1
15483090,3596,D006111,1
15483640,2332,D001259,1
15486053,4160,D009765,1
15486068,3026,D054556,1
15487808,5243,D001172,1
15488637,11200,D018567,1
15488805,5444,D008268,1
15488872,348,D003327,1
15489219,29801,D012559,1
15490286,3240,D004827,1
15491315,929,D010510,1
15491385,54658,D007567,1
15491440,7389,D017119,1
15491642,9540,D001943,1
15491642,9540,D008175,1
15491743,7421,D007669,1
15492185,3123,D017573,1
15492242,64127,D015179,1
15492291,4313,D004938,1
15492293,4353,D001943,1
15492468,2520,D013274,1
15492468,3553,D013274,1
15492468,3576,D013274,1
15492468,5468,D013274,1
15492837,1029,D015179,1
15492850,7132,D001172,1
15494306,2068,C562591,1
15494542,940,D001327,1
15494542,959,D001327,1
15494739,7508,D008545,1
15494742,24,D012174,1
15494775,4524,D002318,1
15494775,4846,D002318,1
15496156,7048,D003928,1
15496535,1576,D001943,1
15496535,1576,D011471,1
15496624,5729,D001249,1
15497438,2908,D001249,1
15498133,1636,D003328,1
15498133,183,D003328,1
15498133,185,D003328,1
15498182,3643,D011085,1
15498369,4318,D029424,1
15498534,1636,D029424,1
15498534,4846,D029424,1
15498794,154,D001172,1
15499612,3815,D055752,1
1550123,411,D009087,1
15501905,23576,D011225,1
15503019,3077,D006432,1
15503099,348,D009103,1
15503103,6908,D020821,1
15503828,7421,D011471,1
15504288,3439,D006509,1
15505619,5243,D003093,1
15505619,5243,D003424,1
15505641,1544,D012559,1
15505787,4535,D029242,1
15505931,1585,D006973,1
15507878,1493,D006111,1
15508520,22854,D012559,1
15509519,2,D006528,1
15509519,2,D018248,1
15509590,5078,D003922,1
15515206,8291,C537480,1
15517265,3077,D006432,1
15517591,2629,D010300,1
15517592,2629,D010300,1
15517637,10547,D015535,1
15517637,1493,D015535,1
15517637,63870,D015535,1
15517637,7124,D015535,1
15518421,5468,D009765,1
15519116,1815,D001289,1
15519522,672,D018567,1
15519522,675,D018567,1
15519648,540,D006527,1
15519745,348,D000544,1
15519745,590,D000544,1
15520108,64127,D003424,1
15520108,64127,D006130,1
15520399,5781,D044542,1
15520404,7099,D018805,1
15520404,7124,D018805,1
15520830,1636,D009765,1
15520876,4524,D015179,1
15521979,1717,D019082,1
15521980,7401,D052245,1
15522165,4313,D013274,1
15522165,4318,D013274,1
15522212,7422,D015179,1
15522250,1815,D015430,1
15522253,9638,D012559,1
15522255,207,D012559,1
15523071,2099,D010024,1
15523323,1636,D006333,1
15523497,3912,D001321,1
15523648,57192,D009081,1
15525789,2938,D008108,1
15525789,2944,D008108,1
15525789,2947,D008108,1
15525789,2950,D008108,1
15525789,2952,D008108,1
15525999,4988,D000437,1
15526312,348,D008569,1
15527154,6772,D014376,1
15527908,2950,D011471,1
15528152,1543,D054198,1
15528481,19,D050197,1
15529013,4318,D001929,1
15529013,4318,D002543,1
15529352,3123,D001172,1
15529352,3123,D014657,1
15529361,3117,D009220,1
15529361,3123,D009220,1
15529517,1636,D006973,1
15529552,1636,D009203,1
15529552,1636,D017379,1
15530917,3586,D002318,1
15530917,3586,D008180,1
15531553,26191,D000224,1
15531553,26191,D006111,1
15531592,1636,D004715,1
15531738,5468,D009765,1
15531903,3119,D006086,1
15531903,3123,D006086,1
15532024,65078,D012559,1
15532029,5265,D019896,1
15533517,7124,D001749,1
15533905,367,D011471,1
15534246,348,D003704,1
15534263,125,D002544,1
15535845,5241,D001943,1
15535847,6648,D001943,1
15536258,1586,D004715,1
15537663,1312,D010146,1
15537663,1312,D013705,1
15537906,85476,C563797,1
15538046,1312,D001943,1
15538046,2944,D001943,1
15538046,2952,D001943,1
15538122,1535,D000380,1
15538122,4353,D000380,1
15538542,348,D000544,1
15538939,551,D020790,1
15539413,64127,D003424,1
15539413,64127,D025242,1
15539626,3553,D009203,1
15539626,3553,D020521,1
15539800,5781,D009634,1
15540224,3553,D013274,1
15540224,3557,D013274,1
15540224,7124,D013274,1
15542006,12,D010300,1
15542239,11315,D003704,1
15542248,5243,D010300,1
15542286,1636,D006333,1
15542401,116519,D003324,1
15542401,345,D003324,1
15542751,125,D019973,1
15542751,217,D019973,1
15543360,185,D003324,1
15543360,185,D009203,1
15543563,1636,D003324,1
15543563,338,D003324,1
15543563,348,D003324,1
15543563,1636,D006973,1
15543563,338,D006973,1
15543563,348,D006973,1
15544594,2950,D001249,1
15545327,348,D000544,1
15545743,4023,D050197,1
15545843,1585,D006973,1
15545843,1636,D006973,1
15545843,185,D006973,1
15545966,672,D010051,1
15545966,675,D010051,1
15546075,10,D014397,1
15546338,7040,D007674,1
15546338,7124,D007674,1
15546339,1493,D001172,1
15546509,4524,D015179,1
15546598,3949,D008881,1
15546598,3949,D020325,1
15547082,3108,D001172,1
15547082,3109,D001172,1
15547445,627,D000437,1
15548263,3117,D019698,1
15548263,3119,D019698,1
15548263,3123,D019698,1
15548263,4049,D019698,1
15548263,6890,D019698,1
15548263,6891,D019698,1
15548263,7124,D019698,1
15548363,675,D001943,1
15548428,1312,D012559,1
15548484,348,D002819,1
15548484,348,D006816,1
15548496,348,D000544,1
15548496,4311,D000544,1
15548604,79944,C535306,1
15548719,1576,D011471,1
15548719,1577,D011471,1
15548719,64816,D011471,1
15549142,1636,D018805,1
15549500,7356,D001249,1
15551023,4000,D003645,1
15551023,4000,D006333,1
15551023,4000,D009202,1
15553846,3383,D003093,1
15553846,7412,D003093,1
15554555,7157,D010051,1
15554555,7157,D016889,1
15554946,9786,D017689,1
15554946,9786,D019465,1
15555357,7157,D004938,1
1555650,462,D020152,1
15556691,3458,D010190,1
15557391,1636,D005317,1
15557391,1636,D011225,1
15557508,348,D000544,1
15557508,348,D001284,1
15557674,2876,D002294,1
15557674,2876,D006258,1
15557916,1234,D001157,1
15557916,1234,D016893,1
15557916,1234,D017542,1
15557916,1234,D017544,1
15558953,2539,D005955,1
15559321,2944,D008105,1
15559321,2952,D008105,1
15559755,348,D000544,1
15562009,3767,D044903,1
15562009,6833,D044903,1
15562023,7351,D003924,1
15562658,3552,D010518,1
15562658,3553,D010518,1
15563891,348,D009103,1
15564800,672,D001943,1
15564800,675,D001943,1
15564800,7157,D001943,1
15564880,6573,D001172,1
15564900,2902,D012559,1
15565109,1869,D006528,1
15565109,4609,D006528,1
15565109,51,D006528,1
15565109,7039,D006528,1
15565405,7124,D017114,1
15565457,4318,D013274,1
15565953,7124,D008180,1
15567072,2913,D012559,1
15567076,1814,D012559,1
15569909,1312,D012559,1
15570292,2944,D015451,1
15570292,2952,D015451,1
15570296,3077,D006432,1
15570296,3077,D017086,1
15570555,367,D011471,1
15570643,3123,D013700,1
15570643,3458,D013700,1
15570643,3565,D013700,1
15571102,1617,D007248,1
15571102,1617,D053713,1
15571218,353,C538228,1
15571307,1636,D006973,1
15571588,64127,D003424,1
15571830,1636,D006333,1
15571830,1636,D006973,1
15572182,1312,D012559,1
15572182,6532,D012559,1
15572419,1589,D000312,1
15573180,7157,D001943,1
15574195,7056,D002544,1
15575509,2244,D003324,1
15576429,345,D002318,1
15576832,672,D001943,1
15576832,675,D001943,1
15577313,1029,D008545,1
15577536,1234,D015658,1
15578612,1815,D001289,1
15578704,7161,D008175,1
15578724,64127,D015179,1
15579297,6347,D015658,1
15579298,348,D015658,1
15579479,7298,D008175,1
15579657,1543,D007021,1
15579657,2944,D007021,1
15579657,2952,D007021,1
15580283,89885,D006528,1
15580305,11009,D010190,1
15580547,64324,D058495,1
15581045,2064,D001943,1
15581829,3077,D006432,1
15581833,7040,D008180,1
15581833,7040,D012859,1
15581912,6285,D001714,1
15582499,2052,D000037,1
15583370,1543,D001943,1
15583422,2014,D011471,1
15583422,3249,D011471,1
15583422,4292,D011471,1
15583422,8537,D011471,1
15583422,858,D011471,1
15583729,2244,D009203,1
15583733,2212,D050197,1
15583845,9370,D009765,1
15583953,1312,D012559,1
15583985,1493,D009157,1
15585211,1401,D002318,1
15585340,3949,D000544,1
15585552,3284,D006628,1
15586244,3479,D011470,1
15586244,3479,D011471,1
15587404,186,D058065,1
15587988,4968,D008175,1
15587988,7515,D008175,1
15588859,1565,D001749,1
15588859,2944,D001749,1
15588859,2952,D001749,1
15589566,6532,D000437,1
15589605,672,D001943,1
15589605,675,D001943,1
15589605,672,D010051,1
15589605,675,D010051,1
1558976,2038,D000745,1
15589815,5175,D023921,1
15589849,197,D004715,1
15591071,351,D000544,1
15591106,4901,D009755,1
15591106,4901,D012162,1
15591342,8505,D020964,1
15591802,1312,D000544,1
15591802,1543,D000544,1
15591802,1586,D000544,1
15591802,348,D000544,1
15591807,117156,D001249,1
15591903,7490,D009396,1
15592421,6352,D001249,1
15592485,7350,D009765,1
15592804,5979,D009377,1
15593052,7040,D007674,1
15593053,7040,D007676,1
15593091,60528,D011471,1
15596292,7515,D054198,1
15596297,1577,D001943,1
15596614,348,D000544,1
15596614,348,D003704,1
15596632,4292,D015179,1
15596632,4436,D015179,1
15596681,154,D029424,1
15596681,3565,D029424,1
15596681,3596,D029424,1
15596759,6329,D020513,1
15597079,216,D000437,1
15598760,2068,D001943,1
15598762,6790,D001943,1
15598778,846,D015179,1
15598786,7507,D008175,1
15598791,4524,D015451,1
15599691,183,D003324,1
15599700,10891,D006973,1
15599941,367,D011471,1
15601643,841,D001943,1
15601966,5346,D006973,1
15601966,5346,D009765,1
15601970,5346,D009765,1
15602586,3553,D010518,1
15602586,3557,D010518,1
15603867,7133,D001172,1
15603871,100507436,D001327,1
15603871,100507436,D016640,1
15604153,30009,D001249,1
15604249,2100,D001943,1
15604415,7351,D002340,1
15604994,1586,D001943,1
15604994,6817,D001943,1
15605275,3857,D053546,1
15605410,7466,D014929,1
15605411,2629,D005776,1
15605412,2260,D017436,1
15605412,3730,D017436,1
15607204,3383,D019578,1
15607204,3576,D019578,1
15608028,7157,D000026,1
15608154,1589,D000312,1
15608558,4986,D006556,1
15608564,5468,D016889,1
15608678,5290,D006528,1
15609121,4313,D001943,1
15609121,4318,D001943,1
15609124,1586,D001943,1
15609126,367,D018567,1
15609132,672,D001943,1
15609224,60489,D015658,1
15609332,10,D001943,1
15610954,6648,D012559,1
15611369,1579,D006973,1
15612581,12,D029424,1
15612581,4312,D029424,1
15612584,1636,D017379,1
15612584,185,D017379,1
15612961,2944,D001249,1
15612961,2950,D001249,1
15612961,2952,D001249,1
15613432,2673,D009765,1
15613860,2956,D015179,1
15613860,4292,D015179,1
15613860,4436,D015179,1
15614026,183,D006973,1
15614026,338,D006973,1
15614026,183,D017379,1
15614026,338,D017379,1
15614196,2784,D006973,1
15615772,5328,D000544,1
15615884,7364,D001749,1
15615908,2068,D008175,1
15617035,10,D015179,1
15617192,1373,D020165,1
15617700,1493,D011225,1
15617837,4843,D013274,1
15617999,672,D010051,1
15617999,675,D010051,1
15618240,4524,D002318,1
15619116,1814,D003072,1
15620462,7124,D003424,1
15622440,6622,D003704,1
15622440,6622,D010300,1
15622532,4000,D011371,1
15622541,5663,D000544,1
15622541,5663,D020774,1
15622766,2539,D005955,1
15623683,9446,D003704,1
15623683,9446,D020521,1
15623696,348,D003704,1
15623752,30813,D007640,1
15623792,23418,C566801,1
15625620,2260,C536050,1
15625830,2539,D005955,1
15626886,4292,D003093,1
15626888,64127,D003424,1
15627041,3123,D004342,1
15627645,3576,D004381,1
15627759,348,D000544,1
15627763,348,D000544,1
15627780,1589,D000312,1
15627896,1027,D001943,1
15629668,3569,D005313,1
15629882,868,D003922,1
15630410,627,D001714,1
15630410,627,D011618,1
15630410,627,D012559,1
15630701,367,D011471,1
15631828,2244,D006502,1
15632380,5241,D001943,1
15632380,5241,D010051,1
15633186,1080,D003550,1
15633187,4522,D000037,1
15634267,3690,D013915,1
15635071,1636,D002318,1
15635071,1636,D009203,1
15635638,6532,D000437,1
15635650,2902,D012640,1
15635693,9612,D001714,1
15635701,4929,D001289,1
15636076,348,D000544,1
15636224,348,D008268,1
15636422,4000,D009765,1
15636422,4159,D009765,1
15636429,3667,D009765,1
15636493,4891,D014376,1
15636493,6556,D014376,1
15637551,2625,D001249,1
15637551,6775,D001249,1
15637551,6778,D001249,1
15637728,2697,C563160,1
15637732,10585,D058494,1
15637738,10,D015179,1
15637738,2944,D015179,1
15637738,2950,D015179,1
15637738,2952,D015179,1
15637755,64127,D015212,1
15637983,1080,D003550,1
15638227,64127,D003093,1
15638227,64127,D003424,1
15638824,1080,D003550,1
15638917,2944,D011471,1
15638917,2950,D011471,1
15638917,2952,D011471,1
15639193,2582,D005693,1
15639342,7157,D004938,1
15639342,7157,D030361,1
15639836,3743,D003924,1
15639977,2944,D001249,1
15639977,2952,D001249,1
15639979,7541,D009216,1
15640107,7124,D003327,1
15640245,64324,D058495,1
15640247,27443,D009436,1
15640252,3292,D004715,1
15640334,3105,D006976,1
15640334,3106,D006976,1
15640334,3115,D006976,1
15640334,3123,D006976,1
15640334,3105,D011655,1
15640334,3106,D011655,1
15640334,3115,D011655,1
15640334,3123,D011655,1
15640334,3105,D020246,1
15640334,3106,D020246,1
15640334,3115,D020246,1
15640334,3123,D020246,1
15640605,929,D002318,1
15640608,1493,D006111,1
15640608,3119,D006111,1
15640608,3123,D006111,1
15640939,2944,D008175,1
15641049,350,D016736,1
15641063,3106,D000163,1
15641063,3106,D015658,1
15641063,3106,D025242,1
15641099,3123,D001171,1
15641099,6556,D001171,1
15642161,1543,D001943,1
15642540,3077,D006432,1
15642852,126,D010300,1
15642911,348,D000544,1
15642926,6532,D020325,1
15643094,1814,D012559,1
15643125,623,D006973,1
15643125,624,D006973,1
15643128,1585,D006973,1
15643194,3817,D011471,1
15643295,4210,D010505,1
15643603,123606,C536866,1
15643611,64127,D015212,1
15643616,4594,C565390,1
15643618,215,D000326,1
15644056,1080,D003550,1
15644056,1080,D007248,1
15644127,3458,D006526,1
15644127,3565,D006526,1
15644127,3586,D006526,1
15644127,3606,D006526,1
15644127,3458,D012555,1
15644127,3565,D012555,1
15644127,3586,D012555,1
15644127,3606,D012555,1
15644278,1636,D020325,1
15645182,1312,D012559,1
15645389,136647,D054463,1
15646021,1543,D008175,1
15646021,1571,D008175,1
15646021,2944,D008175,1
15646021,2952,D008175,1
15646324,5728,D006973,1
15647998,1374,D017379,1
15647998,1375,D017379,1
15647998,1376,D017379,1
15647998,6584,D017379,1
15648053,4524,D003324,1
15648787,348,D003324,1
15649304,4049,D006509,1
15649304,7124,D006509,1
15649948,10117,D000567,1
15649951,325,D028227,1
15649951,7276,D028227,1
15650046,5428,D007248,1
15650331,7124,D009765,1
15650893,3586,D010392,1
15650893,7040,D010392,1
15650893,7124,D010392,1
15652857,5076,C537168,1
15652872,1312,D012559,1
15653173,12,D000544,1
15653173,348,D000544,1
15653176,348,D002318,1
15653213,1543,D010051,1
15653213,1543,D016889,1
15653268,93986,D012559,1
15653271,10752,D012559,1
15653273,4855,D012559,1
15654230,5444,D009203,1
15654232,3077,D006432,1
15654285,7166,D000437,1
15654614,2099,D008881,1
15654614,367,D008881,1
15654614,5241,D008881,1
15654958,6347,D012595,1
15654961,861,D011565,1
15655381,1636,D006973,1
15655821,64127,D003093,1
15655821,7099,D003093,1
15655821,929,D003093,1
15655821,64127,D003424,1
15655821,7099,D003424,1
15655821,929,D003424,1
15659247,5243,D015658,1
15659327,103,C535729,1
15659795,4318,D009362,1
15659795,5329,D009362,1
15659795,7422,D009362,1
15660230,249,D007014,1
15660293,3565,D003922,1
15660293,3566,D003922,1
15660393,2056,D000740,1
15660987,2157,D006467,1
15661220,3119,D002583,1
15661806,2944,D008175,1
15661806,2950,D008175,1
15661806,2952,D008175,1
15661912,6356,D001249,1
15662127,80781,D011471,1
15662148,1815,D001289,1
15663505,10,D001528,1
15664112,348,D000544,1
15665590,7515,D001943,1
15666037,5468,D000544,1
15666202,64127,D001943,1
15667491,4210,D003424,1
15667491,4210,D010505,1
15667501,64127,D003424,1
15667501,7124,D003424,1
15667866,2944,D001749,1
15667866,2952,D001749,1
15667866,4968,D001749,1
15667866,7124,D001749,1
15667866,7422,D001749,1
15668446,56652,C537583,1
15668470,3479,D001943,1
15668470,3486,D001943,1
15668481,595,D001943,1
15668488,3479,D015179,1
15668489,2052,D015179,1
15669684,1374,C535588,1
15670186,155,D009765,1
15670186,155,D011085,1
15670192,4221,D018761,1
15671113,2572,D009765,1
15671210,10,D015179,1
15671210,1543,D015179,1
15671210,2944,D015179,1
15671602,1188,D006973,1
15671602,1535,D006973,1
15671602,3779,D006973,1
15671915,948,D003924,1
15672864,3569,D011471,1
15673060,1636,D006973,1
15673060,5054,D006973,1
15673310,3291,D006973,1
15674008,348,D006973,1
15674370,4210,D003424,1
15674370,4210,D010505,1
15674389,3575,D009103,1
15674389,3902,D009103,1
15674393,4153,D001424,1
15674394,3458,D009103,1
15675358,4204,D015518,1
15675481,7124,D012509,1
15678496,3667,D011471,1
15678510,3586,D001997,1
15679809,3565,D001749,1
15679809,3565,D002295,1
15679955,10,D001749,1
15680492,133,D005921,1
15681105,4524,D020138,1
15681900,10599,D009135,1
15682412,2157,D006467,1
15682418,2247,D013920,1
15682418,5154,D013920,1
15682418,5155,D013920,1
15682418,7040,D013920,1
15683428,7421,D008105,1
15683428,7421,D019693,1
15683753,152,D012559,1
15684874,7421,D003093,1
1568518,1401,D001172,1
15685536,64127,D003093,1
15685536,6583,D003093,1
15685536,6584,D003093,1
15685536,64127,D003424,1
15685536,6583,D003424,1
15685536,6584,D003424,1
15686457,3569,D006689,1
15686457,3569,D020031,1
15686586,5657,D014890,1
15686588,3569,D001996,1
15686588,3586,D001996,1
15686588,7124,D001996,1
15686588,3569,D029481,1
15686588,3586,D029481,1
15686588,7124,D029481,1
15686783,929,D003324,1
15686783,929,D054058,1
15687340,154,D009765,1
15687724,3565,D009404,1
15687724,3596,D009404,1
15687724,6778,D009404,1
15689361,825,D009136,1
15689450,348,D000544,1
15689450,3949,D000544,1
15689455,5172,C536648,1
15689455,5172,C566366,1
15690042,948,D007153,1
15690042,948,D013203,1
15690658,3123,D003093,1
15690658,3123,D003424,1
15691234,7077,D029424,1
15691365,4313,C536051,1
15692115,348,D002545,1
15692115,4524,D002545,1
15692115,348,D006973,1
15692115,4524,D006973,1
15692115,348,D020521,1
15692115,4524,D020521,1
15693909,2950,D001249,1
15694256,4835,D010300,1
15694263,1813,D012559,1
15694665,2944,D001749,1
15694665,2952,D001749,1
15694930,1636,D050197,1
15694998,7040,D007674,1
15695318,1588,D011085,1
15695377,2176,D010190,1
15696078,1672,D001249,1
15696081,374,D001249,1
15696470,8468,D053713,1
15696493,1813,D012559,1
15698501,1636,D006530,1
15698546,2099,D017544,1
15698546,2100,D017544,1
15698945,1080,D003550,1
15699382,348,D000544,1
15699383,348,D000544,1
15699400,348,D009103,1
15699916,338,D017202,1
15699916,348,D017202,1
15699916,4023,D017202,1
15699916,5465,D017202,1
15699916,5468,D017202,1
15699938,1906,D017379,1
15700302,10,D015179,1
15700306,4292,D008223,1
15700316,7508,D008175,1
15700718,8863,D012893,1
15701167,338,D006938,1
15701167,3949,D006938,1
15702130,6556,D012507,1
15702779,348,D000544,1
15703453,3115,D012829,1
15703453,3119,D012829,1
15703453,3123,D012829,1
15704231,1812,D001714,1
15705377,1589,D011085,1
15705377,3667,D011085,1
15705867,142,D008175,1
15705867,7515,D008175,1
15705881,1029,D008545,1
15705887,2348,D003110,1
15705887,6573,D003110,1
15705899,5743,D010190,1
15706485,1387,D012415,1
15707388,1581,D003324,1
15708542,1577,D007674,1
15708881,170679,D015535,1
15709176,2099,D001943,1
1571050,3931,D007863,1
15710598,387129,D001249,1
15710861,410,D007966,1
15711027,6890,D006111,1
15711248,3586,D007680,1
15711422,779,D010245,1
15712223,5354,D020371,1
15712228,2717,D000795,1
15712268,326,D016884,1
15712272,182,D016738,1
15712650,64127,D003424,1
15712782,4846,D017379,1
15713769,4292,D015179,1
15713769,4436,D015179,1
15713900,11009,D008175,1
15714081,4221,D018761,1
15714208,4481,D011471,1
15714208,6041,D011471,1
15714519,6584,C536778,1
15714521,2720,D016537,1
15714522,4552,D006712,1
15715189,6352,D001249,1
15715433,345,D003324,1
15715433,345,D015228,1
15715950,6354,D001249,1
15715999,6323,C565810,1
15716043,3586,D007898,1
15716043,3587,D007898,1
15716154,348,D000544,1
15717164,2944,D009404,1
15717164,2950,D009404,1
15717164,2952,D009404,1
15717286,9856,D004410,1
15717291,10276,D001289,1
15717291,1812,D001289,1
15717311,7421,D011471,1
15717635,3557,D007676,1
15717635,7124,D007676,1
15718036,4846,D000544,1
15718249,10392,D001249,1
15718477,4312,D001249,1
15718477,4353,D001249,1
15718477,4312,D001991,1
15718477,4353,D001991,1
15718477,4312,D004646,1
15718477,4353,D004646,1
15718477,4312,D006255,1
15718477,4353,D006255,1
15718477,4312,D008175,1
15718477,4353,D008175,1
15718477,4312,D011014,1
15718477,4353,D011014,1
15718915,2539,D005955,1
15718915,3458,D005955,1
15718915,3569,D005955,1
15718915,3586,D005955,1
15718915,7040,D005955,1
15719255,1184,D011507,1
15719255,1184,D057973,1
15719397,6532,D001289,1
15719398,10276,D001289,1
15721279,367,D016889,1
15721845,4846,D003324,1
15721845,4846,D006973,1
15722183,1636,D000544,1
15722190,3356,D012559,1
15722952,7054,D000437,1
15722953,1812,D016584,1
15722953,3356,D016584,1
15723718,7161,D016889,1
15724142,1815,D001289,1
15724142,6531,D001289,1
15725393,3766,D004827,1
15725609,10,D001749,1
15725614,1543,D001943,1
15725614,2944,D001943,1
15725614,2952,D001943,1
15725749,1234,D015658,1
15726267,3479,D013345,1
15726267,348,D013345,1
15726267,3552,D013345,1
15726267,3553,D013345,1
15726267,3569,D013345,1
15726267,7124,D013345,1
15726416,7097,D007918,1
15727249,3077,D006432,1
15727254,368,D011561,1
15727905,2539,D005955,1
15727905,2539,D006461,1
15727905,2539,D007567,1
15728313,1471,D000544,1
15728313,348,D000544,1
15728660,4318,D006965,1
15729081,1565,D001480,1
15729363,6863,D009103,1
15729365,3587,D005355,1
15729525,1636,D006849,1
15729698,7508,D008175,1
15729710,2068,D002280,1
15730416,4221,D018761,1
15730518,4153,D001528,1
15730917,3557,D008108,1
15730926,3123,D019698,1
15730950,7124,D013167,1
15731163,4313,D008175,1
15731479,241,D020521,1
15731584,3596,D020315,1
15731584,3606,D020315,1
15731591,1565,D020250,1
15731758,1785,C564703,1
15732009,4938,D014777,1
15732111,4137,D010300,1
15732111,6622,D010300,1
15732116,7422,D000544,1
15732661,1636,D003327,1
15732864,3552,D010518,1
15732864,3553,D010518,1
15733268,672,D001943,1
15733268,675,D001943,1
15733270,1545,D005901,1
15733270,4653,D005901,1
15733480,6716,D011471,1
15734485,6648,D013274,1
15734957,672,D001943,1
15734957,675,D001943,1
15734961,7157,D006509,1
15734961,7157,D006526,1
15734961,7157,D006528,1
15734961,7157,D008113,1
15734965,3479,D011471,1
15734965,3486,D011471,1
15734977,2067,D008175,1
15735051,4524,D001943,1
15735318,847,D006973,1
15735395,7421,D007669,1
15735647,3123,D012507,1
15735647,56244,D012507,1
15735794,2153,D054556,1
15735794,2157,D054556,1
15737438,3553,D002545,1
15737438,5743,D002545,1
15737702,93986,D001321,1
15738290,1080,D003550,1
15738290,1080,D010188,1
15738392,2694,C563242,1
15738541,1956,D008175,1
15738600,2944,D007938,1
15738600,2950,D007938,1
15738600,2952,D007938,1
15741307,999,D011471,1
15742215,2903,D006816,1
15742215,2904,D006816,1
15742429,6696,D001172,1
15742430,6696,D001172,1
15743365,885,D043183,1
15743496,672,D001943,1
15743503,10,D001943,1
15743503,6817,D001943,1
15743782,4790,D008107,1
